Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2023;Art,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences humaines et sociales;23;6;0
2023;Art,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences économiques - Gestion;100;31;8
2023;Art,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l éducation;143;64;21
2023;Art,Mathématiques Spécialité;CPGE L;63;53;24
2023;Art,Mathématiques Spécialité;Licence Pluri Sciences fondamentales et applications;2;0;0
2023;Art,Numérique et Sciences Informatiques;Ecoles d'ingénieurs;20;7;4
2023;Art,Numérique et Sciences Informatiques;Licence Formation générale aux métiers de l ingénieur;6;3;0
2023;Art,Numérique et Sciences Informatiques;Licence Langues et littératures françaises;40;21;5
2023;Art,Numérique et Sciences Informatiques;Licence Sciences politiques;2;1;0
2023;Art,Physique-Chimie Spécialité;Licence Electronique, Génie électrique, EEA;0;0;0
2023;Art,Physique-Chimie Spécialité;Licence Pluri Lettres - Langues - Sciences humaines;4;3;2
2023;Art,Physique-Chimie Spécialité;Licence Sciences de l information et de la communication;11;8;2
2023;Art,Sciences Economiques et Sociales Spécialité;Licence Arts;1181;809;315
2023;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Informatique;58;24;5
2023;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Histoire;15968;11962;3459
2023;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l univers, de la terre, de l espace;77;16;2
2023;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences du langage - Linguistique;1579;778;138
2023;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;BTS Production;233;37;8
2023;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;CPGE L;819;521;230
2023;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Formation générale aux métiers de l ingénieur;37;6;0
2023;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l information et de la communication;2571;1349;350
2023;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;BUT Service;506;168;77
2023;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;BTS Service;65;31;15
2023;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;D.E sanitaire;1;0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Ensemble des bacheliers;11996;11267;9849
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences de l univers, de la terre, de l espace;514;192;23
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences religieuses;6;6;0
2021;Art,Langues, littératures et cultures étrangères et régionales;PASS;35;9;5
2021;Art,Mathématiques Spécialité;Licence STAPS;124;56;24
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Langues et littératures étrangères;2;2;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence LEA;0;0;0
2021;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;Licence Sciences de l information et de la communication;1;1;0
2021;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence AES;6;4;1
2021;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Génie civil;3;1;1
2021;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence MASS;13;6;2
2021;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence L.AS;3839;583;219
2021;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Formations des écoles nationales vétérinaires;40;0;0
2021;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Sciences;43;21;3
2021;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Géographie;354;276;70
2022;Art,Langues, littératures et cultures étrangères et régionales;BUT Service;378;102;52
2022;Art,Numérique et Sciences Informatiques;Licence Pluri Sciences économiques - Gestion;13;8;0
2022;Art,Numérique et Sciences Informatiques;Autres formations;178;46;16
2022;Art,Sciences Economiques et Sociales Spécialité;Licence Physique;0;0;0
2022;Art,Sciences de la vie et de la Terre Spécialité;Licence Formation générale aux métiers de l ingénieur;0;0;0
2022;Art,Sciences de la vie et de la Terre Spécialité;Licence Langues et littératures françaises;56;42;12
2022;Art,Sciences de la vie et de la Terre Spécialité;Formations des écoles nationales vétérinaires;7;0;0
2022;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;D.E sanitaire;0;0;0
2022;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Electronique, Génie électrique, EEA;0;0;0
2022;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Arts;4;4;1
2022;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l éducation;0;0;0
2022;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Ensemble des bacheliers;10;9;5
2022;Biologie/Ecologie,Mathématiques Spécialité;Licence Pluri Sciences fondamentales et applications;0;0;0
2022;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Pluri Sciences humaines et sociales;0;0;0
2022;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence AES;4;4;0
2022;Biologie/Ecologie,Sciences de la vie et de la Terre Spécialité;Licence Sciences de l information et de la communication;0;0;0
2022;Biologie/Ecologie,Sciences de la vie et de la Terre Spécialité;CPGE ECG;0;0;0
2022;Biologie/Ecologie,Sciences de la vie et de la Terre Spécialité;Ecoles d'ingénieurs;0;0;0
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence L.AS;35;11;4
2022;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;CPGE S;47;14;5
2022;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Sciences po;120;16;12
2022;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence AES;10;6;1
2022;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Sciences du langage - Linguistique;18;16;3
2022;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;BUT Service;8;0;0
2022;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;BUT Service;2;1;0
2022;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Chimie;1;1;0
2022;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Pluri Sciences humaines et sociales;0;0;0
2022;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences politiques;108;32;8
2022;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;BTS Production;263;138;54
2022;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;CPGE ECG;515;395;159
2022;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence STAPS;91;48;29
2022;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Formation générale aux métiers de l ingénieur;12;10;2
2022;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Lettres - Langues - Sciences humaines;7;6;1
2022;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences religieuses;0;0;0
2022;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence Archéologie, Ethno, Préhistoire, Anthropologie;5;2;0
2022;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Sciences économiques - Gestion;5;2;0
2022;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence Sciences de gestion;0;0;0
2022;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Formations des écoles nationales vétérinaires;0;0;0
2022;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Electronique, Génie électrique, EEA;4;1;0
2022;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;10233;6742;971
2022;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de la vie, biologie, santé;103;38;11
2022;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;BTS Production;774;272;103
2022;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;Licence Sciences du langage - Linguistique;444;360;76
2022;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;PASS;108;34;18
2022;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;D.E  social;265;137;113
2023;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences de gestion;0;0;0
2023;Art,Sciences de l'ingénieur et sciences physiques;Sciences po;0;0;0
2023;Art,Sciences de la vie et de la Terre Spécialité;CUPGE;1;0;0
2023;Art,Sciences de la vie et de la Terre Spécialité;Licence Sciences et technologies industrielles;27;6;5
2023;Art,Éducation physique, pratiques et culture sportives;BTS Service;9;4;0
2023;Art,Éducation physique, pratiques et culture sportives;DEUST;7;2;1
2023;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Mathématiques;0;0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Pluri Droit - Sciences éco - AES;0;0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Sciences de l éducation;0;0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;DEUST;1;0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Ensemble des bacheliers;11;11;8
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Philosophie, Epistémologie;0;0;0
2023;Biologie/Ecologie,Mathématiques Spécialité;Licence AES;6;5;0
2023;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;1;0;0
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence LEA;5890;5005;1802
2023;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Psychlogie, Sciences cognitives;51;23;14
2023;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence STAPS;10;2;1
2023;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Electronique, Génie électrique, EEA;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;BTS Production;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Formations d'ART;1;0;0
2023;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Langues et littératures françaises;5;4;0
2023;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Pluri Sciences humaines et sociales;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;CPGE L;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;CUPGE;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence AES;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Sciences religieuses;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;CPGE L;2;1;1
2023;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;DEUST;0;0;0
2023;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Sciences de l information et de la communication;417;232;48
2023;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Sciences de la vie, biologie, santé;9672;3139;281
2023;Mathématiques Spécialité,Physique-Chimie Spécialité;PASS;16455;11951;6422
2023;Mathématiques Spécialité,Physique-Chimie Spécialité;Sciences po;865;80;60
2023;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;51;28;7
2023;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences de l information et de la communication;941;513;68
2023;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences de l éducation;732;394;111
2023;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences de la vie, biologie, santé;360;66;16
2023;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences de l éducation;25;10;0
2023;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences juridiques;206;110;25
2023;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;BUT Service;39;8;2
2023;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;D.E  social;4;2;2
2023;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence Informatique;13;2;0
2023;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence MASS;4;4;2
